Sentence #,Word,ANM,NER
,(,ANM-I,O
,43,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,지난해,O,O
,12월,O,O
,회사로,O,O
,##부터,O,O
,반,O,O
,##장을,O,O
,그만,O,O
,##두고,O,O
,작업,O,O
,##자로,O,O
,돌아가,O,O
,##라는,O,O
,통보,O,O
,##를,O,O
,받았다,O,O
,[SEP],O,O
Sentence 1119,[CLS],O,O
,조,ANM-B,PER-B
,##민,ANM-I,PER-I
,##정,ANM-I,PER-I
,##양,ANM-I,PER-I
,(,ANM-I,O
,12,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,의,O,O
,가족은,O,O
,이번,O,O
,실험을,O,O
,위해,O,O
,온,O,O
,가족이,O,O
,다,O,O
,함께,O,O
,스마트폰,O,O
,사용을,O,O
,자제,O,O
,##했다,O,O
,[SEP],O,O
Sentence 1120,[CLS],O,O
,조,ANM-B,PER-B
,##문,ANM-I,PER-I
,##수,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,도,O,O
,감염,O,O
,사실을,O,O
,안,O,O
,뒤,O,O
,직장,O,O
,##을,O,O
,그만,O,O
,##뒀다,O,O
,[SEP],O,O
Sentence 1121,[CLS],O,O
,김,O,O
,위원장,O,O
,##이,O,O
,7년,O,O
,만에,O,O
,최장,O,O
,기간,O,O
,은,O,O
,##둔,O,O
,##을,O,O
,이어,O,O
,##가는,O,O
,데,O,O
,대해,O,O
,전문가들은,ANM-B,PER-B
,김,O,O
,위원장,O,O
,##이,O,O
,코로나19,O,O
,등을,O,O
,고려해,O,O
,공개,O,O
,활동,O,O
,##보단,O,O
,비,O,O
,##공개,O,O
,행,O,O
,##보를,O,O
,이어,O,O
,##가며,O,O
,숨,O,O
,고르기,O,O
,##에,O,O
,들어간,O,O
,것으로,O,O
,분석했다,O,O
,[SEP],O,O
Sentence 1122,[CLS],O,O
,조립,ANM-B,O
,##라인에,ANM-I,O
,##서,ANM-I,O
,일,ANM-I,O
,##했던,ANM-I,O
,정규직,ANM-I,ETC-B
,김대,ANM-I,PER-B
,##호,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,가,O,O
,당시,O,O
,분위기를,O,O
,조심스럽게,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 1123,[CLS],O,O
,조달,ANM-B,ORG-B
,##청,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,이에,O,O
,대해,O,O
,[UNK],O,O
,(,O,O
,요소가,O,O
,),O,O
,조달,O,O
,##청,O,O
,비,O,O
,##축,O,O
,물,O,O
,##자에,O,O
,##는,O,O
,들어가,O,O
,있지,O,O
,않은,O,O
,게,O,O
,맞다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,중장,O,O
,##기,O,O
,##적으로,O,O
,비,O,O
,##축,O,O
,필요,O,O
,##성에,O,O
,대해서는,O,O
,검토,O,O
,##를,O,O
,하겠다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 1124,[CLS],O,O
,조,ANM-B,ORG-B
,바이,ANM-I,ORG-I
,##든,ANM-I,ORG-I
,미국,ANM-I,ORG-I
,행정,ANM-I,ORG-I
,##부,ANM-I,ORG-I
,안팎,ANM-I,FLD-B
,##에서는,ANM-I,O
,모,O,O
,##더,O,O
,##나가,O,O
,거,O,O
,##액의,O,O
,수익을,O,O
,내면서,O,O
,##도,O,O
,가난한,O,O
,나라에,O,O
,백신,O,O
,##을,O,O
,공급하는,O,O
,노력을,O,O
,제대로,O,O
,하지,O,O
,않고,O,O
,있는,O,O
,데,O,O
,대한,O,O
,불만이,O,O
,나오고,O,O
,있다고,O,O
,n,O,O
,##y,O,O
,##t,O,O
,##는,O,O
,전했다,O,O
,[SEP],O,O
Sentence 1125,[CLS],O,O
,조,ANM-B,ORG-B
,바이,ANM-I,ORG-I
,##든,ANM-I,ORG-I
,미국,ANM-I,ORG-I
,행정,ANM-I,ORG-I
,##부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,i,O,O
,##ae,O,O
,##a,O,O
,보고서,O,O
,##와,O,O
,관련해,O,O
,연합,O,O
,##뉴스,O,O
,##에,O,O
,[UNK],O,O
,우리가,O,O
,한반도,O,O
,##의,O,O
,완전한,O,O
,비핵,O,O
,##화를,O,O
,달성,O,O
,##할,O,O
,수,O,O
,있도록,O,O
,대화,O,O
,##와,O,O
,외교,O,O
,##의,O,O
,긴급,O,O
,##한,O,O
,필요성을,O,O
,강조한,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 1126,[CLS],O,O
,조,ANM-B,ORG-B
,바이,ANM-I,ORG-I
,##든,ANM-I,ORG-I
,미국,ANM-I,ORG-I
,행정,ANM-I,ORG-I
,##부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,28일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,최근,O,O
,북한의,O,O
,잇따,O,O
,##른,O,O
,미사일,O,O
,시험,O,O
,발사,O,O
,##에도,O,O
,북한,O,O
,##과의,O,O
,대화,O,O
,##에,O,O
,열려,O,O
,있다고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 1127,[CLS],O,O
,제주,ANM-B,LOC-B
,##에서,ANM-I,O
,직장,ANM-I,O
,##을,ANM-I,O
,다니는,ANM-I,O
,이경,ANM-I,PER-B
,##준,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,30,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,[UNK],O,O
,후배,O,O
,##가,O,O
,야간,O,O
,아르바이트,O,O
,##를,O,O
,하면서,O,O
,최저임금,O,O
,##도,O,O
,못,O,O
,##되는,O,O
,600,O,O
,##0,O,O
,##원을,O,O
,받고,O,O
,있는데,O,O
,문제,O,O
,##제,O,O
,##기도,O,O
,하지,O,O
,않고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1128,[CLS],O,O
,제주,ANM-B,LOC-B
,##에,ANM-I,O
,사는,ANM-I,O
,대학생,ANM-I,ETC-B
,김,ANM-I,PER-B
,##배,ANM-I,PER-I
,##원,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,26,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,[UNK],O,O
,다음과,O,O
,넥,O,O
,##슨,O,O
,등,O,O
,it,O,O
,기업이,O,O
,제주,O,O
,##로,O,O
,내려,O,O
,##왔지만,O,O
,핵심,O,O
,인력,O,O
,##은,O,O
,서울에서,O,O
,내려,O,O
,##왔고,O,O
,전화,O,O
,##상담,O,O
,등,O,O
,저,O,O
,##임금,O,O
,일자리,O,O
,##만,O,O
,생겼다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1129,[CLS],O,O
,제주도,ANM-B,ORG-B
,##청,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,[UNK],O,O
,드론,O,O
,실,O,O
,##증,O,O
,##도시,O,O
,구축,O,O
,등,O,O
,제주도,O,O
,##의,O,O
,균형,O,O
,##발전,O,O
,##정책을,O,O
,보여주기,O,O
,위해,O,O
,드론,O,O
,##을,O,O
,전시,O,O
,##했다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1130,[CLS],O,O
,제주도,ANM-B,ORG-B
,관계자는,ANM-I,PER-B
,[UNK],O,O
,협,O,O
,##소한,O,O
,탐방,O,O
,##로,O,O
,주차장,O,O
,대신,O,O
,인근에,O,O
,조성,O,O
,##된,O,O
,환승,O,O
,주차장에,O,O
,차를,O,O
,세운,O,O
,후,O,O
,버스를,O,O
,이용,O,O
,##하거나,O,O
,처음부터,O,O
,버스를,O,O
,타고,O,O
,한라,O,O
,##산,O,O
,탐방,O,O
,##코스로,O,O
,이동할,O,O
,것을,O,O
,권고,O,O
,##하고,O,O
,있다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,이,O,O
,과정에서,O,O
,탐방,O,O
,##객,O,O
,##을,O,O
,대상으로,O,O
,영업,O,O
,##하는,O,O
,택시,O,O
,##들이,O,O
,미,O,O
,##터,O,O
,##기를,O,O
,사용하지,O,O
,않거나,O,O
,추가,O,O
,요금,O,O
,##을,O,O
,부당,O,O
,##하게,O,O
,받는다,O,O
,##는,O,O
,민원,O,O
,##이,O,O
,일부,O,O
,제기,O,O
,##된,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1131,[CLS],O,O
,제주,ANM-B,LOC-B
,제주시,ANM-I,LOC-I
,##에서,ANM-I,O
,10,ANM-I,ETC-B
,##살,ANM-I,ETC-I
,아들,ANM-I,ETC-B
,준,ANM-I,PER-B
,##이,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,를,ANM-I,O
,키우는,ANM-I,O
,신청,ANM-I,PER-B
,##조,ANM-I,PER-I
,(,ANM-I,O
,43,ANM-I,ETC-B
,),ANM-I,O
,씨는,O,O
,비대,O,O
,##면,O,O
,수업이,O,O
,시작된,O,O
,뒤,O,O
,매일,O,O
,상시,O,O
,대기,O,O
,상태다,O,O
,[SEP],O,O
Sentence 1132,[CLS],O,O
,제주,ANM-B,LOC-B
,사립,ANM-I,ORG-B
,국제,ANM-I,ORG-I
,##중학교,ANM-I,ORG-I
,1학년,ANM-I,ETC-B
,이해,ANM-I,PER-B
,##인,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,양,ANM-I,O
,[SEP],O,O
Sentence 1133,[CLS],O,O
,제조업체,ANM-B,ORG-B
,영업,ANM-I,ETC-B
,##사원,ANM-I,ETC-I
,##인,ANM-I,O
,정형,ANM-I,PER-B
,##준,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,30,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,노동,O,O
,##조합,O,O
,##에,O,O
,가입,O,O
,##할,O,O
,생각이,O,O
,없다,O,O
,[SEP],O,O
Sentence 1134,[CLS],O,O
,제일,ANM-B,ORG-B
,##은행,ANM-I,ORG-I
,##에서,ANM-I,ORG-I
,1998년,ANM-I,O
,##에,ANM-I,O
,명,ANM-I,O
,##퇴,ANM-I,O
,##한,ANM-I,O
,김,ANM-I,PER-B
,##덕,ANM-I,PER-I
,##재,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,64,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,[UNK],O,O
,우리는,O,O
,여기서,O,O
,55,O,O
,##세에,O,O
,정,O,O
,##년,O,O
,##퇴,O,O
,##직하고,O,O
,",",O,O
,퇴직,O,O
,전에,O,O
,애들,O,O
,다,O,O
,결혼,O,O
,##시킨다,O,O
,##고,O,O
,했었어요,O,O
,[SEP],O,O
Sentence 1135,[CLS],O,O
,제,O,O
,##인,O,O
,##스는,O,O
,군,ANM-B,ORG-B
,##소식,ANM-I,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,이들,O,O
,무기,O,O
,##가,O,O
,미,O,O
,방,O,O
,##산업,O,O
,##체인,O,O
,록,O,O
,##히,O,O
,##드,O,O
,##마,O,O
,##틴,O,O
,##의,O,O
,m,O,O
,##14,O,O
,##2,O,O
,h,O,O
,##im,O,O
,##ar,O,O
,##s,O,O
,발사,O,O
,##대와,O,O
,보,O,O
,##잉,O,O
,##의,O,O
,하,O,O
,##푼,O,O
,연,O,O
,##안,O,O
,방어,O,O
,##시스템,O,O
,(,O,O
,h,O,O
,##cd,O,O
,##s,O,O
,),O,O
,라고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 1136,[CLS],O,O
,제약,ANM-B,ORG-B
,##회사의,ANM-I,ORG-I
,정규직,ANM-I,ETC-B
,영업,ANM-I,ETC-B
,##사원,ANM-I,ETC-I
,##인,ANM-I,O
,심상,ANM-I,PER-B
,##규,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,27,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,[UNK],O,O
,정규직,O,O
,##이냐,O,O
,비정규직,O,O
,##이냐,O,O
,##가,O,O
,중요한,O,O
,것이,O,O
,아니라,O,O
,일의,O,O
,질,O,O
,##과,O,O
,미래에,O,O
,대한,O,O
,전망이,O,O
,문제,O,O
,[UNK],O,O
,라며,O,O
,[UNK],O,O
,정규직,O,O
,##으로,O,O
,들어간다,O,O
,##고,O,O
,해도,O,O
,평생,O,O
,보장,O,O
,##되는,O,O
,것은,O,O
,없다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1137,[CLS],O,O
,제약,ANM-B,ETC-B
,##회사,ANM-I,ETC-I
,##에,ANM-I,O
,근무하는,ANM-I,O
,김정,ANM-I,PER-B
,##섭,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,52,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,도,O,O
,그,O,O
,중,O,O
,한,O,O
,명이,O,O
,##다,O,O
,[SEP],O,O
Sentence 1138,[CLS],O,O
,제,O,O
,##소,O,O
,검토,O,O
,##와,O,O
,관련,O,O
,",",O,O
,외교,ANM-B,ORG-B
,##부,ANM-I,ORG-I
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,우리의,O,O
,외교,O,O
,##적,O,O
,목적을,O,O
,수행,O,O
,##하기,O,O
,위한,O,O
,병,O,O
,##렬,O,O
,##적,O,O
,선택,O,O
,##지의,O,O
,하나로,O,O
,보는,O,O
,것이,O,O
,맞을,O,O
,것,O,O
,같다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,(,O,O
,국제,O,O
,사법,O,O
,절차,O,O
,##에,O,O
,따른,O,O
,판단을,O,O
,구하는,O,O
,것이,O,O
,),O,O
,압박,O,O
,##의,O,O
,수단,O,O
,##이나,O,O
,방법이,O,O
,될,O,O
,수,O,O
,있을,O,O
,것,O,O
,같다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1139,[CLS],O,O
,제,ANM-B,ORG-B
,##련,ANM-I,ORG-I
,##소,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,[UNK],O,O
,공장,O,O
,##의,O,O
,불,O,O
,##은,O,O
,잠시,O,O
,꺼,O,O
,##지지,O,O
,##만,O,O
,",",O,O
,세계,O,O
,제일,O,O
,##의,O,O
,친환경,O,O
,아연,O,O
,제,O,O
,##련,O,O
,##소를,O,O
,만들기,O,O
,위한,O,O
,불을,O,O
,계속,O,O
,밝히,O,O
,##겠다는,O,O
,의미를,O,O
,담았다,O,O
,[UNK],O,O
,고,O,O
,행사,O,O
,##의,O,O
,의미를,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 1140,[CLS],O,O
,제,O,O
,##너,O,O
,##럴,O,O
,##모터,O,O
,##스,O,O
,(,O,O
,gm,O,O
,),O,O
,와,O,O
,글로벌,O,O
,##파운드,O,O
,##리,O,O
,등과,O,O
,함께,O,O
,미국,O,O
,텍,O,O
,##사스,O,O
,##주에,O,O
,반도체,O,O
,##공장,O,O
,##을,O,O
,운영하는,O,O
,삼성전자,O,O
,##도,O,O
,함께,O,O
,초청,O,O
,##받았다,O,O
,##고,O,O
,소식,ANM-B,PER-B
,##통은,ANM-I,PER-I
,전했다,O,O
,[SEP],O,O
Sentence 1141,[CLS],O,O
,제기,O,O
,##된,O,O
,의혹,O,O
,##과,O,O
,관련해,O,O
,경찰,ANM-B,ORG-B
,관계자는,ANM-I,PER-B
,[UNK],O,O
,수사,O,O
,중인,O,O
,사안,O,O
,##이라,O,O
,답변,O,O
,##하기,O,O
,곤란,O,O
,##하다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1142,[CLS],O,O
,서울시,ANM-B,LOC-B
,서,ANM-I,LOC-B
,##대문,ANM-I,LOC-I
,##구에,ANM-I,LOC-I
,사는,ANM-I,O
,김민,ANM-I,PER-B
,##수,ANM-I,PER-I
,(,ANM-I,O
,12,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,군은,O,O
,지난해,O,O
,집에서,O,O
,홀로,O,O
,온라인,O,O
,수업을,O,O
,들었다,O,O
,[SEP],O,O
Sentence 1143,[CLS],O,O
,제2,O,O
,##0,O,O
,##대,O,O
,대통령,O,O
,선거에,O,O
,나서,O,O
,##게,O,O
,된,O,O
,윤,O,O
,##석,O,O
,##열,O,O
,(,O,O
,61,O,O
,),O,O
,국민의,O,O
,##힘,O,O
,후보의,O,O
,대선,O,O
,경선,O,O
,캠프,O,O
,##를,O,O
,두고,O,O
,당,ANM-B,ORG-B
,안팎,ANM-I,FLD-B
,##에서,ANM-I,FLD-I
,나온,O,O
,말이다,O,O
,[SEP],O,O
Sentence 1144,[CLS],O,O
,정,ANM-B,O
,##후보,ANM-I,O
,##를,ANM-I,O
,지지,ANM-I,O
,##하는,ANM-I,O
,박태,ANM-I,PER-B
,##현,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,[UNK],O,O
,누가,O,O
,집권,O,O
,##하더라도,O,O
,경제,O,O
,문제는,O,O
,어떻게,O,O
,될지,O,O
,모른다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,도덕,O,O
,##성이,O,O
,##야말로,O,O
,대통령,O,O
,후보로,O,O
,##서,O,O
,갖춰,O,O
,##야,O,O
,할,O,O
,기본,O,O
,##적,O,O
,자,O,O
,##질,O,O
,[UNK],O,O
,이라고,O,O
,강조했다,O,O
,[SEP],O,O
Sentence 1145,[CLS],O,O
,정통,ANM-B,ETC-B
,##한,ANM-I,ETC-I
,외교,ANM-I,PER-B
,소식,ANM-I,PER-I
,##통,ANM-I,PER-I
,##들에,ANM-I,O
,따르면,O,O
,중국은,O,O
,사드,O,O
,배치,O,O
,직후,O,O
,보,O,O
,##복을,O,O
,위해,O,O
,한국이,O,O
,중국에,O,O
,크게,O,O
,의존,O,O
,##하는,O,O
,분야,O,O
,##나,O,O
,품목,O,O
,##부터,O,O
,먼저,O,O
,추,O,O
,##려,O,O
,목록,O,O
,##을,O,O
,만들었다고,O,O
,한다,O,O
,[SEP],O,O
Sentence 1146,[CLS],O,O
,정통,ANM-B,ETC-B
,##한,ANM-I,ETC-I
,소식,ANM-I,PER-B
,##통,ANM-I,PER-I
,##들에,ANM-I,O
,따르면,O,O
,모든,O,O
,불법,O,O
,조,O,O
,##업,O,O
,어,O,O
,##선을,O,O
,단속,O,O
,##할,O,O
,수,O,O
,없어,O,O
,한두,O,O
,##척,O,O
,##만,O,O
,나,O,O
,##포,O,O
,##하고,O,O
,나머지는,O,O
,밀어,O,O
,##내는,O,O
,식으로,O,O
,겨우,O,O
,버텨,O,O
,##내는,O,O
,상황이,O,O
,반복,O,O
,##되고,O,O
,있다,O,O
,[SEP],O,O
Sentence 1147,[CLS],O,O
,정,ANM-B,PER-B
,##태,ANM-I,PER-I
,##우,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,42,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,한국,O,O
,##지,O,O
,##엠,O,O
,해고,O,O
,뒤,O,O
,버스,O,O
,##운전,O,O
,##기사,O,O
,##가,O,O
,됐다,O,O
,[SEP],O,O
Sentence 1148,[CLS],O,O
,정치권,ANM-B,PER-B
,##의,ANM-I,PER-I
,전략,ANM-I,PER-I
,##기획,ANM-I,PER-I
,파트,ANM-I,PER-I
,인사,ANM-I,PER-I
,##들이나,ANM-I,PER-I
,여론조사,ANM-I,PER-B
,전문가들은,ANM-I,PER-I
,[UNK],O,O
,실,O,O
,##체가,O,O
,분명,O,O
,##치,O,O
,않다,O,O
,[UNK],O,O
,는,O,O
,회의,O,O
,##적,O,O
,반응이,O,O
,많다,O,O
,[SEP],O,O
Sentence 1149,[CLS],O,O
,정치권,ANM-B,FLD-B
,##에,ANM-I,O
,따르면,O,O
,정,O,O
,##세균,O,O
,최고,O,O
,##위원,O,O
,##이,O,O
,제1,O,O
,##9,O,O
,##대,O,O
,총선,O,O
,##에서,O,O
,수도권,O,O
,출마,O,O
,결심,O,O
,##을,O,O
,굳,O,O
,##혔,O,O
,##으며,O,O
,",",O,O
,유력,O,O
,##한,O,O
,선거,O,O
,##구로,O,O
,경기,O,O
,의왕,O,O
,[UNK],O,O
,과천,O,O
,##을,O,O
,저울,O,O
,##질,O,O
,##하고,O,O
,있다,O,O
,[SEP],O,O
Sentence 1150,[CLS],O,O
,정치권,ANM-B,FLD-B
,일각,ANM-I,FLD-I
,##에서는,ANM-I,O
,조,O,O
,##씨가,O,O
,지난,O,O
,8월,O,O
,##11,O,O
,##일,O,O
,서울,O,O
,모,O,O
,##처에서,O,O
,박,O,O
,원장,O,O
,##과,O,O
,만났,O,O
,##을,O,O
,당시,O,O
,동,O,O
,##석,O,O
,##자가,O,O
,있다는,O,O
,의혹을,O,O
,제기,O,O
,##했다,O,O
,[SEP],O,O
Sentence 1151,[CLS],O,O
,정치권,ANM-B,FLD-B
,일각,ANM-I,FLD-I
,##에서,ANM-I,FLD-I
,홍,O,O
,의원,O,O
,##과의,O,O
,단일,O,O
,##화,O,O
,##론이,O,O
,불,O,O
,##거진,O,O
,데는,O,O
,[UNK],O,O
,있을,O,O
,수,O,O
,없는,O,O
,일,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,감히,O,O
,제가,O,O
,훨씬,O,O
,대통령,O,O
,자격,O,O
,##이,O,O
,있다고,O,O
,생각한다,O,O
,[UNK],O,O
,고,O,O
,했다,O,O
,[SEP],O,O
Sentence 1152,[CLS],O,O
,정치권,ANM-B,FLD-B
,일각,ANM-I,FLD-I
,##에서,ANM-I,FLD-I
,[UNK],O,O
,대장,O,O
,##은,O,O
,윤,O,O
,##석,O,O
,##열,O,O
,때문에,O,O
,구속,O,O
,##됐는데,O,O
,",",O,O
,부하,O,O
,##들은,O,O
,다,O,O
,윤,O,O
,##석,O,O
,##열에,O,O
,##게,O,O
,갔다,O,O
,[UNK],O,O
,는,O,O
,냉,O,O
,##소가,O,O
,나오는,O,O
,건,O,O
,이런,O,O
,맥락,O,O
,##에서,O,O
,##다,O,O
,[SEP],O,O
Sentence 1153,[CLS],O,O
,정치권,ANM-B,FLD-B
,일각,ANM-I,FLD-I
,##에서,ANM-I,FLD-I
,[UNK],O,O
,제,O,O
,##보자,O,O
,##가,O,O
,홍준,O,O
,##표,O,O
,캠프,O,O
,측,O,O
,인사,O,O
,아니냐,O,O
,[UNK],O,O
,는,O,O
,루,O,O
,##머가,O,O
,돈,O,O
,걸,O,O
,두,O,O
,##곤,O,O
,홍,O,O
,의원,O,O
,측,O,O
,관계자는,O,O
,[UNK],O,O
,거론,O,O
,##할,O,O
,가치,O,O
,##도,O,O
,없다,O,O
,[SEP],O,O
Sentence 1154,[CLS],O,O
,정치권,ANM-B,FLD-B
,안팎,ANM-I,FLD-I
,##에서는,ANM-I,O
,초과,O,O
,##이익,O,O
,환,O,O
,##수,O,O
,조,O,O
,##항이,O,O
,없게,O,O
,된,O,O
,결과에,O,O
,이르는,O,O
,과정에서,O,O
,[UNK],O,O
,동작,O,O
,##의,O,O
,주체,O,O
,##가,O,O
,되는,O,O
,[UNK],O,O
,주어,O,O
,##가,O,O
,이번,O,O
,사건의,O,O
,배,O,O
,##임,O,O
,혐의,O,O
,##와도,O,O
,연결,O,O
,##될,O,O
,수,O,O
,있다는,O,O
,분석이,O,O
,나온다,O,O
,[SEP],O,O
Sentence 1155,[CLS],O,O
,정치권,ANM-B,FLD-B
,관계자,ANM-I,PER-B
,##에,O,O
,따르면,O,O
,전,O,O
,전,O,O
,대통령은,O,O
,건강,O,O
,##문제,O,O
,##로,O,O
,직접,O,O
,조,O,O
,##문이,O,O
,어려운,O,O
,상황이,O,O
,##라고,O,O
,한다,O,O
,[SEP],O,O
Sentence 1156,[CLS],O,O
,정치권,ANM-B,FLD-B
,관계자는,ANM-I,PER-B
,[UNK],O,O
,문재인,O,O
,정부의,O,O
,성,O,O
,##패,O,O
,##는,O,O
,결국,O,O
,k,O,O
,-,O,O
,방역,O,O
,##의,O,O
,성공,O,O
,여부에,O,O
,달,O,O
,##렸다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,문,O,O
,대통령은,O,O
,개,O,O
,##각,O,O
,##과,O,O
,비서,O,O
,##진,O,O
,개편,O,O
,##을,O,O
,통해,O,O
,통해,O,O
,분위기를,O,O
,쇄,O,O
,##신,O,O
,##하고,O,O
,검찰,O,O
,개혁,O,O
,##과,O,O
,k,O,O
,-,O,O
,방역,O,O
,##을,O,O
,통해,O,O
,정,O,O
,##국,O,O
,주도,O,O
,##권을,O,O
,마지막까지,O,O
,행사,O,O
,##하려,O,O
,할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1157,[CLS],O,O
,정치권,ANM-B,FLD-B
,관계자는,ANM-I,PER-B
,[UNK],O,O
,과학,O,O
,##벨트,O,O
,입지,O,O
,지정,O,O
,문제가,O,O
,내년,O,O
,##도에,O,O
,마무리,O,O
,되지,O,O
,않을,O,O
,경우,O,O
,충청,O,O
,##권,O,O
,최대,O,O
,이슈,O,O
,##로,O,O
,부상,O,O
,##할,O,O
,가능성이,O,O
,높다,O,O
,[UNK],O,O
,고,O,O
,전망했다,O,O
,[SEP],O,O
Sentence 1158,[CLS],O,O
,정책,ANM-B,ORG-B
,##위,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,[UNK],O,O
,지금,O,O
,국회,O,O
,예,O,O
,##결,O,O
,##위에서,O,O
,검토,O,O
,중인,O,O
,내년,O,O
,##도,O,O
,정부,O,O
,본,O,O
,##예산,O,O
,##에,O,O
,반영,O,O
,##하는,O,O
,것이,O,O
,가장,O,O
,가능성,O,O
,높은,O,O
,시나리오,O,O
,##다,O,O
,[UNK],O,O
,라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 1159,[CLS],O,O
,정책,ANM-B,ORG-B
,##위,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,[UNK],O,O
,인터넷,O,O
,사용이,O,O
,일반,O,O
,##화된,O,O
,현실을,O,O
,반영,O,O
,##해,O,O
,이,O,O
,부분은,O,O
,형,O,O
,##법에,O,O
,입법,O,O
,##화하는,O,O
,게,O,O
,바람직,O,O
,##하다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 1160,[CLS],O,O
,정책,ANM-B,ORG-B
